EFID_31_03_00_00
ID,UT,PC,FN,Name
1054580900,0,0,100,For debugging / testing - デバッグ/テスト用
1054582900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy data - ダミーデータ
EFID_m60_55_55_00
ID,UT,PC,FN,Name
1055550000,0,0,50,Bonfire flag - 篝火フラグ
1055550050,0,0,50,Initialization flag - 初期化用フラグ
1055550100,0,0,100,System flag - システム系フラグ
1055552100,0,0,100,System flag - システム系フラグ
1055550200,0,0,200,Character flag (do not reset) - キャラフラグ（リセットしない）
1055552200,0,0,200,Character flag (reset) - キャラフラグ（リセットする）
1055550400,0,0,100,Character flag: Small search (do not reset) - キャラフラグ：小探索（リセットしない）
1055552400,0,0,100,Character flag: Small search (reset) - キャラフラグ：小探索（リセットする）
1055550500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
1055552500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
1055558500,0,0,200,Object act flag - オブジェアクトフラグ
1055550700,0,0,100,Conversation flag - 会話フラグ
1055552700,0,0,100,Conversation flag - 会話フラグ
1055550800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
1055552800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
1055550900,0,0,100,For debugging / testing - デバッグ/テスト用
1055552900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy data - ダミーデータ
EFID_m60_55_56_00
ID,UT,PC,FN,Name
1055560000,0,0,50,Bonfire flag - 篝火フラグ
1055560050,0,0,50,Initialization flag - 初期化用フラグ
1055560100,0,0,100,System flag - システム系フラグ
1055562100,0,0,100,System flag - システム系フラグ
1055560200,0,0,200,Character flag (do not reset) - キャラフラグ（リセットしない）
1055562200,0,0,200,Character flag (reset) - キャラフラグ（リセットする）
1055560400,0,0,100,Character flag: Small search (do not reset) - キャラフラグ：小探索（リセットしない）
1055562400,0,0,100,Character flag: Small search (reset) - キャラフラグ：小探索（リセットする）
1055560500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
1055562500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
1055568500,0,0,200,Object act flag - オブジェアクトフラグ
1055560700,0,0,100,Conversation flag - 会話フラグ
1055562700,0,0,100,Conversation flag - 会話フラグ
1055560800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
1055562800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
1055560900,0,0,100,For debugging / testing - デバッグ/テスト用
1055562900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy data - ダミーデータ
EFID_m60_55_57_00
ID,UT,PC,FN,Name
1055570000,0,0,50,Bonfire flag - 篝火フラグ
1055570050,0,0,50,Initialization flag - 初期化用フラグ
1055570100,0,0,100,System flag - システム系フラグ
1055572100,0,0,100,System flag - システム系フラグ
1055570200,0,0,200,Character flag (do not reset) - キャラフラグ（リセットしない）
1055572200,0,0,200,Character flag (reset) - キャラフラグ（リセットする）
1055570400,0,0,100,Character flag: Small search (do not reset) - キャラフラグ：小探索（リセットしない）
1055572400,0,0,100,Character flag: Small search (reset) - キャラフラグ：小探索（リセットする）
1055570500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
1055572500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
1055578500,0,0,200,Object act flag - オブジェアクトフラグ
1055570700,0,0,100,Conversation flag - 会話フラグ
1055572700,0,0,100,Conversation flag - 会話フラグ
1055570800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
1055572800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
1055570900,0,0,100,For debugging / testing - デバッグ/テスト用
1055572900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy data - ダミーデータ
EFID_m99_01_07_00
ID,UT,PC,FN,Name
99010000,0,0,10,Bonfire flag - 篝火フラグ
99010050,0,0,10,Initialization flag - 初期化用フラグ
99010100,0,0,30,System flag - システムフラグ
99010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_01_10_01
ID,UT,PC,FN,Name
99010000,0,0,50,Bonfire flag - 篝火フラグ
99010050,0,0,50,Initialization flag - 初期化用フラグ
99010100,0,0,100,System flag - システム系フラグ
99012100,0,0,100,System flag - システム系フラグ
99010200,0,0,200,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,200,Character flag (reset) - キャラフラグ（リセットする）
99010400,0,0,100,Character flag: Small search (do not reset) - キャラフラグ：小探索（リセットしない）
99012400,0,0,100,Character flag: Small search (reset) - キャラフラグ：小探索（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,Dummy data - ダミーデータ
EFID_m99_01_13_00
ID,UT,PC,FN,Name
99010000,0,0,50,Bonfire flag - 篝火フラグ
99010050,0,0,50,Initialization flag - 初期化用フラグ
99010100,0,0,100,System flag - システムフラグ
99012100,0,0,100,System flag - システムフラグ
99010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99011200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_01_14_00
ID,UT,PC,FN,Name
99010000,0,0,50,Bonfire flag - 篝火フラグ
99010050,0,0,50,Initialization flag - 初期化用フラグ
99010100,0,0,100,System flag - システムフラグ
99012100,0,0,100,System flag - システムフラグ
99010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99011200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_01_15_00
ID,UT,PC,FN,Name
99010000,0,0,50,Bonfire flag - 篝火フラグ
99010050,0,0,50,Initialization flag - 初期化用フラグ
99010100,0,0,100,System flag - システムフラグ
99012100,0,0,100,System flag - システムフラグ
99010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99011200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_01_16_00
ID,UT,PC,FN,Name
99010000,0,0,50,Bonfire flag - 篝火フラグ
99010050,0,0,50,Initialization flag - 初期化用フラグ
99010100,0,0,100,System flag - システムフラグ
99012100,0,0,100,System flag - システムフラグ
99010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99011200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_01_72_98
ID,UT,PC,FN,Name
99010000,0,0,10,Bonfire flag - 篝火フラグ
99010050,0,0,10,Initialization flag - 初期化用フラグ
99010100,0,0,30,System flag - システムフラグ
99010200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99012200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99010500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99011500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99012500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99018500,0,0,200,Object act flag - オブジェアクトフラグ
99010700,0,0,100,Conversation flag - 会話フラグ
99012700,0,0,100,Conversation flag - 会話フラグ
99010800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99012800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99010900,0,0,100,For debugging / testing - デバッグ/テスト用
99012900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_02_20_00
ID,UT,PC,FN,Name
99020000,0,0,10,Bonfire flag - 篝火フラグ
99020100,0,0,30,Bonfire flag - 篝火フラグ
99020200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99022200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99020500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99022500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
99028500,0,0,100,Object act flag - オブジェアクトフラグ
99020700,0,0,100,Conversation flag - 会話フラグ
99022700,0,0,100,Conversation flag - 会話フラグ
99020800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99022800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99020900,0,0,100,For debugging / testing - デバッグ/テスト用
99022900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_02_21_00
ID,UT,PC,FN,Name
99020000,0,0,10,Bonfire flag - 篝火フラグ
99020100,0,0,30,Bonfire flag - 篝火フラグ
99020200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99022200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99020500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99022500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
99028500,0,0,100,Object act flag - オブジェアクトフラグ
99020700,0,0,100,Conversation flag - 会話フラグ
99022700,0,0,100,Conversation flag - 会話フラグ
99020800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99022800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99020900,0,0,100,For debugging / testing - デバッグ/テスト用
99022900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_02_40_00
ID,UT,PC,FN,Name
99020000,0,0,10,Bonfire flag - 篝火フラグ
99020050,0,0,10,Initialization flag - 初期化用フラグ
99020100,0,0,30,System flag - システムフラグ
99020200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
99022200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
99020500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99021500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
99022500,0,0,200,Object flag (reset) - オブジェフラグ（リセットする）
99028500,0,0,200,Object act flag - オブジェアクトフラグ
99020700,0,0,100,Conversation flag - 会話フラグ
99022700,0,0,100,Conversation flag - 会話フラグ
99020800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
99022800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
99020900,0,0,100,For debugging / testing - デバッグ/テスト用
99022900,0,0,100,For debugging / testing - デバッグ/テスト用
99029780,1,0,1,Gypsy death flag - ジプシー死亡フラグ
99029781,1,0,1,Gypsy hostile flag - ジプシー敵対フラグ
99029782,1,0,1,Gypsy item stolen flag - ジプシーアイテム盗み済みフラグ
99029783,1,0,1,Gypsy first conversation completed flag - ジプシー初回会話済みフラグ
99029784,1,0,1,Gypsy speak first flag - ジプシー話す1回目フラグ
99029785,1,0,1,Gypsy speak second flag - ジプシー話す2回目フラグ
99029790,1,0,1,Descendants of the Black Blade: Hostile_Exemption Possible - 黒き刃の末裔：敵対_免罪可
99029791,1,0,1,Descendants of the Black Blade: Hostile_No Exemption - 黒き刃の末裔：敵対_免罪不可
99029792,1,0,1,Descendants of the Black Blade: Attacked 3 times - 黒き刃の末裔：3回攻撃された
99029793,1,0,1,Descendants of the Black Blade: Survival 1 - 黒き刃の末裔：生存1
99029794,1,0,1,Descendants of the Black Blade: Survival 2 - 黒き刃の末裔：生存2
99029795,1,0,1,Descendants of the Black Blade: Talking Flag - 黒き刃の末裔：話しかけるフラグ
99029796,1,0,1,Descendants of the Black Blade: Talked Flag - 黒き刃の末裔：話しかけ済みフラグ
99029797,1,0,1,Descendants of the Black Blade: Hostile Conversation Played - 黒き刃の末裔：敵対会話再生済み
99029800,1,0,1,Burial skeleton: hostile_exempt - 土葬スケルトン：敵対_免罪可
99029801,1,0,1,Burial Skeleton: Hostile_No Exemption - 土葬スケルトン：敵対_免罪不可
99029802,1,0,1,Burial Skeleton: Attacked 3 times - 土葬スケルトン：3回攻撃された
99029803,1,0,1,Burial skeleton: survival 1 - 土葬スケルトン：生存1
99029804,1,0,1,Burial skeleton: survival 2 - 土葬スケルトン：生存2
99029805,1,0,1,Burial skeleton: Talking flag - 土葬スケルトン：話しかけるフラグ
99029806,1,0,1,Burial skeleton: Talked flag - 土葬スケルトン：話しかけ済みフラグ
99029810,1,0,1,Magic Mercenary: Hostile_Exemption Possible - 魔術傭兵：敵対_免罪可
99029811,1,0,1,Magic Mercenary: Hostile_No Exemption - 魔術傭兵：敵対_免罪不可
99029812,1,0,1,Magic Mercenary: Attacked 3 times - 魔術傭兵：3回攻撃された
99029813,1,0,1,Magic Mercenary: Survival 1 - 魔術傭兵：生存1
99029814,1,0,1,Magic Mercenary: Survival 2 - 魔術傭兵：生存2
99029815,1,0,1,Magic Mercenary: Talking Flag - 魔術傭兵：話しかけるフラグ
99029816,1,0,1,Magic Mercenary: Talked Flag - 魔術傭兵：話しかけ済みフラグ
99029817,1,0,1,Magic Mercenary: Hostile Conversation Played - 魔術傭兵：敵対会話再生済み
99029820,1,0,1,Frog is on the left - カエル左にいる
99029821,1,0,1,Being in a frog - カエル中にいる
99029822,1,0,1,To the right of the frog - カエル右にいる
99029825,1,0,1,Go to the left of the frog - カエル左にいく
99029826,1,0,1,Go inside the frog - カエル中にいく
99029827,1,0,1,Go to the right of the frog - カエル右にいく
99029830,1,0,1,Daughter Marika _ in flow - 娘マリカ_フロー中
99029831,1,0,1,Daughter Marika_Appears over time - 娘マリカ_時間経過時出現
99029835,1,0,1,Gesture acquisition - ジェスチャ取得
99029836,1,0,1,Gesture acquired - ジェスチャ取得済
99029840,1,0,1,Gypsy 1 out - ジプシー1出る
99029841,1,0,1,Gypsy 2 comes out - ジプシー2出る
EFID_m99_99_18_00
ID,UT,PC,FN,Name
9990000,0,0,10,Bonfire flag - 篝火フラグ
9990100,0,0,30,Bonfire flag - 篝火フラグ
9990200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
9992200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
9990500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
9992500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
9998500,0,0,100,Object act flag - オブジェアクトフラグ
9990700,0,0,100,Conversation flag - 会話フラグ
9992700,0,0,100,Conversation flag - 会話フラグ
9990800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
9992800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
9990900,0,0,100,For debugging / testing - デバッグ/テスト用
9992900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_99_18_01
ID,UT,PC,FN,Name
9990000,0,0,10,Bonfire flag - 篝火フラグ
9990100,0,0,30,Bonfire flag - 篝火フラグ
9990200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
9992200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
9990500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
9992500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
9998500,0,0,100,Object act flag - オブジェアクトフラグ
9990700,0,0,100,Conversation flag - 会話フラグ
9992700,0,0,100,Conversation flag - 会話フラグ
9990800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
9992800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
9990900,0,0,100,For debugging / testing - デバッグ/テスト用
9992900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_99_18_02
ID,UT,PC,FN,Name
9990000,0,0,10,Bonfire flag - 篝火フラグ
9990100,0,0,30,Bonfire flag - 篝火フラグ
9990200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
9992200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
9990500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
9992500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
9998500,0,0,100,Object act flag - オブジェアクトフラグ
9990700,0,0,100,Conversation flag - 会話フラグ
9992700,0,0,100,Conversation flag - 会話フラグ
9990800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
9992800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
9990900,0,0,100,For debugging / testing - デバッグ/テスト用
9992900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_99_18_03
ID,UT,PC,FN,Name
9990000,0,0,10,Bonfire flag - 篝火フラグ
9990100,0,0,30,Bonfire flag - 篝火フラグ
9990200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
9992200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
9990500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
9992500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
9998500,0,0,100,Object act flag - オブジェアクトフラグ
9990700,0,0,100,Conversation flag - 会話フラグ
9992700,0,0,100,Conversation flag - 会話フラグ
9990800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
9992800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
9990900,0,0,100,For debugging / testing - デバッグ/テスト用
9992900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_m99_99_18_04
ID,UT,PC,FN,Name
9990000,0,0,10,Bonfire flag - 篝火フラグ
9990100,0,0,30,Bonfire flag - 篝火フラグ
9990200,0,0,300,Character flag (do not reset) - キャラフラグ（リセットしない）
9992200,0,0,300,Character flag (reset) - キャラフラグ（リセットする）
9990500,0,0,200,Object flag (does not reset) - オブジェフラグ（リセットしない）
9992500,0,0,100,Object flag (reset) - オブジェフラグ（リセットする）
9998500,0,0,100,Object act flag - オブジェアクトフラグ
9990700,0,0,100,Conversation flag - 会話フラグ
9992700,0,0,100,Conversation flag - 会話フラグ
9990800,0,0,100,Boss flag (do not reset) - ボスフラグ（リセットしない）
9992800,0,0,100,Boss flag (reset) - ボスフラグ（リセットする）
9990900,0,0,100,For debugging / testing - デバッグ/テスト用
9992900,0,0,100,For debugging / testing - デバッグ/テスト用
0,1,0,1,param Dummy for initial output. Please delete it when you add a formal parameter. - param初回出力用ダミー。正式なパラメータ追加する時に消してください。
EFID_Talk_Common
ID,UT,PC,FN,Name
3000,0,0,20,Character status flag _ Used as a test flag for conversation sharing - キャラ状態フラグ_会話共用でテストフラグとして使用中
3020,0,0,20,Character status flag_Used as a test flag for collecting debris runes - キャラ状態フラグ_破片ルーン集め用のテストフラグとして使用中
3040,0,0,20,Character status flag_common Used as the event ID of the event - キャラ状態フラグ_commonイベントのイベントIDとして使用
3060,0,0,20,Character status flag_Used as miscellaneous global flag - キャラ状態フラグ_雑多グローバルフラグとして使用
3080,0,0,20,Character status flag_common Used as the event ID of the event - キャラ状態フラグ_commonイベントのイベントIDとして使用
3100,0,0,20,Character status flag _300_ The hostess of the volcano hall - キャラ状態フラグ_300_火山館の女主人
3120,0,0,20,Character status flag _1100_ Pyroxene magic master - キャラ状態フラグ_1100_輝石魔術の師匠
3140,0,0,20,Character status flag _204_ Margit - キャラ状態フラグ_204_マルギット
3160,0,0,20,Character status flag _100_ daughter Marika - キャラ状態フラグ_100_娘マリカ
3180,0,0,20,Character status flag _301_ Battlefield doctor - キャラ状態フラグ_301_戦場医師
3200,0,0,20,Character status flag _207_ Grafted King - キャラ状態フラグ_207_接ぎ木の王
3220,0,0,20,Character status flag _213_ Blacksmith - キャラ状態フラグ_213_鍛冶屋
3240,0,0,20,Character status flag _304_ wound knight - キャラ状態フラグ_304_傷騎士
3260,0,0,20,Character status flag _302_mon guard - キャラ状態フラグ_302_門衛
3280,0,0,20,Character status flag _303_Mercenary swordfighter - キャラ状態フラグ_303_傭兵剣士
3300,0,0,20,Character status flag _200_ Renara - キャラ状態フラグ_200_レナラ
3320,0,0,20,Character status flag _204_ Margit 2nd round - キャラ状態フラグ_204_マルギット2戦目
3340,0,0,20,Character status flag _209_ Greater demon - キャラ状態フラグ_209_グレーターデーモン
3360,0,0,20,Character status flag _312_ Lord of the Plains Fort - キャラ状態フラグ_312_平原砦の領主
3380,0,0,20,Character status flag _310_ Daughter of the castle owner - キャラ状態フラグ_310_城主の娘
3400,0,0,20,Character status flag _311_ Peninsula fort castle owner - キャラ状態フラグ_311_半島砦の城主
3420,0,0,20,Character status flag _313_ Volcano Hall solicitor - キャラ状態フラグ_313_火山館の勧誘者
3440,0,0,20,Character status flag _314_ Munou - キャラ状態フラグ_314_ムノウ
3460,0,0,20,Character status flag _316_ Female magician of the academy - キャラ状態フラグ_316_学院の女魔術師
3480,0,0,20,Character status flag _102_ finger reading - キャラ状態フラグ_102_指読み
3500,0,0,20,Character status flag _218_ Shabesura - キャラ状態フラグ_218_しゃべスラ
3520,0,0,20,Character status flag _317_ daylight - キャラ状態フラグ_317_昼行灯
3540,0,0,20,Character status flag _219_ NPC in the foot wilting village - キャラ状態フラグ_219_足萎え村のNPC
3560,0,0,20,Character status flag _306_ 傀儡儡 Master - キャラ状態フラグ_306_傀儡師
3580,0,0,20,Character status flag _321_ Nobleman of the lookout tower - キャラ状態フラグ_321_見張り塔の貴人
3600,0,0,20,Character status flag _216_ Wolf head warrior - キャラ状態フラグ_216_狼頭の戦士
3620,0,0,20,Character status flag _318_ Chaotic host - キャラ状態フラグ_318_混沌の宿主
3640,0,0,20,Character status flag _202_ Mariques - キャラ状態フラグ_202_マリケス
3660,0,0,20,Character status flag _220_ Vase Meyer - キャラ状態フラグ_220_壺マイヤー
3680,0,0,20,Character status flag _309_ thief's head - キャラ状態フラグ_309_盗賊の頭
3700,0,0,20,Character status flag _320_ Kishu Ryutan Farnese - キャラ状態フラグ_320_貴種流離譚ファルネーゼ
3720,0,0,20,Character status flag _330_ Atonement Priest - キャラ状態フラグ_330_贖罪司祭
3740,0,0,20,Character status flag _106_ Witch Lani - キャラ状態フラグ_106_魔女ラニ
3760,0,0,20,Character status flag _224_ old man - キャラ状態フラグ_224_爺や
3780,0,0,20,Character status flag _332_ Ghost of the volcanic hall - キャラ状態フラグ_332_火山館の幽霊
3800,0,0,20,Character status flag _333_ Pyroxene magician who cannot return - キャラ状態フラグ_333_戻れない輝石魔術師
3820,0,0,20,Character status flag _226_ Living jar - キャラ状態フラグ_226_生きてる子壺
3840,0,0,20,Character status flag _227_ Spirit jellyfish girl - キャラ状態フラグ_227_霊クラゲの少女
3860,0,0,20,Character status flag _337_ Royal capital old man - キャラ状態フラグ_337_王都老人
3880,0,0,20,Character status flag _326_ Volcano Museum The strongest knight - キャラ状態フラグ_326_火山館最強の騎士
3900,0,0,20,Character status flag _325_ Roger - キャラ状態フラグ_325_ロジェール
3920,0,0,20,Character status flag _335_ Jikobo - キャラ状態フラグ_335_ジコ坊
3940,0,0,20,Character status flag _223_ Ajin: Demi-Human Seamstress - キャラ状態フラグ_223_亜人針子
3960,0,0,20,Character status flag _324_ Lord Hyakuchi - キャラ状態フラグ_324_百智卿
