File,Param,Index,Name,Machine Translated
m01_08_60_00,Point,235,AEG026_000_0006_CoverPoint1,AEG026_000_0006_CoverPoint1
m01_08_60_00,Point,236,AEG026_000_0006_CoverPoint10,AEG026_000_0006_CoverPoint10
m01_08_60_00,Point,237,AEG026_000_0006_CoverPoint12,AEG026_000_0006_CoverPoint12
m01_08_60_00,Point,238,AEG026_000_0006_CoverPoint9,AEG026_000_0006_CoverPoint9
m01_08_60_00,Point,239,AEG026_000_0007_CoverPoint3,AEG026_000_0007_CoverPoint3
m01_08_60_00,Point,240,AEG026_000_0007_CoverPoint4,AEG026_000_0007_CoverPoint4
m01_08_60_00,Point,241,AEG026_000_0007_CoverPoint6,AEG026_000_0007_CoverPoint6
m01_08_60_00,Point,242,AEG026_000_0007_CoverPoint7,AEG026_000_0007_CoverPoint7
m01_08_60_00,Point,243,AEG026_000_0007_CoverPoint9,AEG026_000_0007_CoverPoint9
m01_08_60_00,Point,244,AEG026_000_0008_CoverPoint1,AEG026_000_0008_CoverPoint1
m01_08_60_00,Point,245,AEG026_000_0008_CoverPoint10,AEG026_000_0008_CoverPoint10
m01_08_60_00,Point,246,AEG026_000_0008_CoverPoint12,AEG026_000_0008_CoverPoint12
m01_08_60_00,Point,247,AEG026_000_0013_CoverPoint1,AEG026_000_0013_CoverPoint1
m01_08_60_00,Point,248,AEG026_000_0013_CoverPoint3,AEG026_000_0013_CoverPoint3
m01_08_60_00,Point,249,AEG026_000_0014_CoverPoint1,AEG026_000_0014_CoverPoint1
m01_08_60_00,Point,250,AEG026_000_0014_CoverPoint3,AEG026_000_0014_CoverPoint3
m01_08_60_00,Point,251,AEG026_000_0014_CoverPoint4,AEG026_000_0014_CoverPoint4
m01_08_60_00,Point,252,AEG026_000_0014_CoverPoint6,AEG026_000_0014_CoverPoint6
m01_08_60_00,Point,253,AEG026_000_0015_CoverPoint1,AEG026_000_0015_CoverPoint1
m01_08_60_00,Point,254,AEG026_000_0015_CoverPoint10,AEG026_000_0015_CoverPoint10
m01_08_60_00,Point,255,AEG026_000_0015_CoverPoint12,AEG026_000_0015_CoverPoint12
m01_08_60_00,Point,256,AEG026_000_0016_CoverPoint4,AEG026_000_0016_CoverPoint4
m01_08_60_00,Point,257,AEG026_000_0016_CoverPoint6,AEG026_000_0016_CoverPoint6
m01_08_60_00,Point,258,AEG026_000_0017_CoverPoint10,AEG026_000_0017_CoverPoint10
m01_08_60_00,Point,259,AEG026_000_0017_CoverPoint12,AEG026_000_0017_CoverPoint12
m01_08_60_00,Point,260,AEG026_000_0017_CoverPoint7,AEG026_000_0017_CoverPoint7
m01_08_60_00,Point,261,AEG026_000_0017_CoverPoint9,AEG026_000_0017_CoverPoint9
m01_08_60_00,Point,262,AEG026_000_0018_CoverPoint1,AEG026_000_0018_CoverPoint1
m01_08_60_00,Point,263,AEG026_000_0018_CoverPoint10,AEG026_000_0018_CoverPoint10
m01_08_60_00,Point,264,AEG026_000_0018_CoverPoint12,AEG026_000_0018_CoverPoint12
m01_08_60_00,Point,265,AEG026_000_0018_CoverPoint3,AEG026_000_0018_CoverPoint3
m01_08_60_00,Point,266,AEG026_000_0019_CoverPoint3,AEG026_000_0019_CoverPoint3
m01_08_60_00,Point,267,AEG026_000_0019_CoverPoint6,AEG026_000_0019_CoverPoint6
m01_08_60_00,Point,268,AEG026_000_0020_CoverPoint1,AEG026_000_0020_CoverPoint1
m01_08_60_00,Point,269,★★★環境ID通知用領域★★★,★★★Environmental ID notification area★★★
m01_08_60_00,Point,270,10101600_ジャンプ可能領域_400,10101600_Jumpable area_400
m01_08_60_00,Point,271,10101601_ジャンプ可能領域_400,10101601_Jumpable area_400
m01_08_60_00,Point,272,10101602_ジャンプ可能領域_400,10101602_Jumpable area_400
m01_08_60_00,Point,273,CS明けプレイヤーワープポイント,CS end player warp point
m01_08_60_00,Point,274,CS明け共産ワープポイントA,CS end communist warp point A
m01_08_60_00,Point,275,CS明け共産ワープポイントB,CS end communist warp point B
m01_08_60_00,Point,276,CS明け共産ワープポイントC,CS end communist warp point C
m01_08_60_00,Point,277,CS明け共産ワープポイントD,CS end communist warp point D
m01_08_60_00,Point,278,CS明け共産ワープポイントE,CS end communist warp point E
m01_08_60_00,Point,279,CS明け共産ワープポイントF,CS end communist warp point F
m01_08_60_00,Point,280,のりしろ領域,border area
m01_08_60_00,Point,281,カーラCS後目標位置,Target position after Carla CS
m01_08_60_00,Point,282,カーラにタゲ向ける用範囲,Range for targeting Carla
m01_08_60_00,Point,283,カーラ着地判定用,For determining curler landing
m01_08_60_00,Point,284,カーラ誘導用範囲,Curler guidance range
m01_08_60_00,Point,285,クリア判定用範囲,Clear judgment range
m01_08_60_00,Point,286,ジャミングチュートリアル表示用範囲,Jamming tutorial display range
m01_08_60_00,Point,287,ターゲット指定用範囲A,Target specification range A
m01_08_60_00,Point,288,デバッグ用プレイヤーワープポイント,Player warp points for debugging
m01_08_60_00,Point,289,パイプエリア巡回やめ領域,Pipe area patrol stop area
m01_08_60_00,Point,290,パイプ抜け外出た判定領域,Judgment area where the pipe exited
m01_08_60_00,Point,291,パイプ抜け外出た判定領域01,Judgment area 01 when the pipe exited
m01_08_60_00,Point,292,パイプ抜け外出た判定領域02,Judgment area 02 where the pipe exited
m01_08_60_00,Point,293,パイプ抜け地点_呼び込み領域,Pipe exit point _ call-in area
m01_08_60_00,Point,294,ヘリヒット当たり解除用範囲,Range for cancellation per helicopter hit
m01_08_60_00,Point,295,ミッション用ポイント,Mission points
m01_08_60_00,Point,296,ラスト共産グレ誘導用,For guiding the last communist party
m01_08_60_00,Point,297,ワープポイント,warp point
m01_08_60_00,Point,298,安全領域,safe area
m01_08_60_00,Point,299,右後監視領域　ワープポイント,Right rear monitoring area warp point
m01_08_60_00,Point,300,右後領域,right posterior area
m01_08_60_00,Point,301,右前監視者B　ワープポイント,Right front observer B warp point
m01_08_60_00,Point,302,右前監視領域　ワープポイント,Front right monitoring area warp point
m01_08_60_00,Point,303,右前領域,right front area
m01_08_60_00,Point,304,会話判定_スタート地点に戻ってきた,Conversation Judgment_Returned to starting point
m01_08_60_00,Point,305,会話判定_スタート地点に戻ってきた01,Conversation Judgment_Returned to the starting point 01
m01_08_60_00,Point,306,会話判定_スタート地点に戻ってきた02,Conversation Judgment_Returned to the starting point 02
m01_08_60_00,Point,307,会話判定_下水出口,Conversation judgment_Sewage exit
m01_08_60_00,Point,308,会話判定_最初の横道,Conversation judgment_first alleyway
m01_08_60_00,Point,309,会話判定_目標地点に近付いた,Conversation Judgment_ Approaching the target point
m01_08_60_00,Point,310,会話判定_目標地点付近,Conversation judgment_near the target point
m01_08_60_00,Point,311,崖下増援有効化範囲,Reinforcement activation range under the cliff
m01_08_60_00,Point,312,崖下増援有効化範囲B,Cliffside reinforcement activation range B
m01_08_60_00,Point,313,左領域,left area
m01_08_60_00,Point,314,四脚巣,four legged nest
m01_08_60_00,Point,315,照明弾打ち上げ後ダミキャラワープポイント,Dami character warp point after launching flare bomb
m01_08_60_00,Point,316,脱出地点門番反応用範囲,Escape point gatekeeper reaction range
m01_08_60_00,Point,317,判定_01_共産03巡回開始用,Judgment_01_Communist 03 for start of patrol
m01_08_60_00,Point,318,判定_ビル群ライト点灯範囲,Judgment_Building group light lighting range
m01_08_60_00,Point,319,判定_下水共産起動用B,Judgment_B for sewage co-activation
m01_08_60_00,Point,320,判定_崖前到達B,Judgment_Achieving in front of the cliff B
m01_08_60_00,Point,321,判定_崖前到着,Judgment_Arrival in front of the cliff
m01_08_60_00,Point,322,判定_橋横ライト点灯範囲,Judgment_Bridge side light lighting range
m01_08_60_00,Point,323,判定_橋前の崖を登った0,Judgment_Climbed the cliff in front of the bridge 0
m01_08_60_00,Point,324,判定_橋前の崖を登った1,Judgment_Climbed the cliff in front of the bridge 1
m01_08_60_00,Point,325,判定_橋前の崖を登った2,Judgment_Climbed the cliff in front of the bridge 2
m01_08_60_00,Point,326,判定_橋前の崖を登った3,Judgment_Climbed the cliff in front of the bridge 3
m01_08_60_00,Point,327,判定_橋前の崖を登った4,Judgment_Climbed the cliff in front of the bridge 4
m01_08_60_00,Point,328,判定_橋前範囲,Judgment_Hashimae range
m01_08_60_00,Point,329,判定_照明弾打ち上げ場所についた,Judgment_ Arrived at the flare launch site
m01_08_60_00,Point,330,判定_増援ヘリ有効化用,Judgment_For enabling reinforcement helicopters
m01_08_60_00,Point,331,判定_脱出地点敵生存判定用,Judgment_Escape point enemy survival judgment
m01_08_60_00,Point,332,判定_脱出地点到着,Judgment_Escape point arrived
m01_08_60_00,Point,333,判定_地下道を抜けた判定用範囲,Judgment_Judgment range beyond the underground passage
m01_08_60_00,Point,334,判定_地下道を抜けた判定用範囲B,Judgment_Judgment range B after passing through the underground passage
m01_08_60_00,Point,335,判定_地下道を抜けた判定用範囲C,Judgment_Judgment range C after passing through the underground passage
m01_08_60_00,Point,336,判定_地下道四脚前範囲,Judgment_Underground quadruple leg front range
m01_08_60_00,Layer,0,01：ミッション01　敵配置,01: Mission 01 Enemy placement
m01_08_60_00,Layer,1,02：ミッション01　敵配置　タンクダミーキャラ,02: Mission 01 Enemy placement Tank dummy character
m01_08_60_00,Layer,2,03：ミッション01　タンク,03: Mission 01 Tank
m01_08_60_00,Layer,3,04：ミッション01　敵配置,04: Mission 01 Enemy placement
m01_08_60_00,Layer,4,05：ミッション01　敵配置,05: Mission 01 Enemy placement
m01_08_60_00,Layer,5,06：ミッション01　ポイント配置,06: Mission 01 Point placement
m01_08_60_00,Layer,6,07：ミッション01　ポイント配置,07: Mission 01 Point placement
m01_08_60_00,Layer,7,08：ミッション01　ポイント配置,08: Mission 01 Point placement
m01_08_60_00,Layer,8,09：ミッション01　ポイント配置,09: Mission 01 Point placement
m01_08_60_00,Layer,9,10：ミッション01　ポイント配置,10: Mission 01 Point placement
m01_08_60_00,Layer,10,11：ミッション制御,11: Mission control
m01_08_60_00,Part,0,カーラ,Carla
m01_08_60_00,Part,1,左ビル群_共産キャノン,Left building group_communist cannon
m01_08_60_00,Part,2,パイプエリア_02_共産_投ラ02,Pipe area_02_communist_throwing 02
m01_08_60_00,Part,3,パイプエリア_02_共産_投ラ02,Pipe area_02_communist_throwing 02
m01_08_60_00,Part,4,パイプエリア_03_共産_投ラ,Pipe area_03_communist_throwing
m01_08_60_00,Part,5,崖前_共産キャノンA,In front of the cliff_communist cannon A
m01_08_60_00,Part,6,中央橋_共産ダブマシA,Chuobashi_communist dub mashi A
m01_08_60_00,Part,7,中央橋_共産ダブマシB,Chuobashi_Communist Dubmashi B
m01_08_60_00,Part,8,中央橋上_共産_キャノン,Central Hashigami_Communist_Cannon
m01_08_60_00,Part,9,中央道_共産_キャノン02　5312抜き,Chuo Expressway_Communist_Cannon 02 5312 Excluded
m01_08_60_00,Part,10,中央道_共産_キャノン01　5312抜き,Chuo Expressway_Communist_Cannon 01 5312 Excluded
m01_08_60_00,Part,11,中央橋上_共産_キャノン,Central Hashigami_Communist_Cannon
m01_08_60_00,Part,12,左ビル群_共産MTグレ,Left building group_communist MT gray
m01_08_60_00,Part,13,左ビル群_共産投ラ,Left building group_communist project
m01_08_60_00,Part,14,右ビル群A_共産_グレ,Right building group A_Communist_Gre
m01_08_60_00,Part,15,右手前_共産グレB,Right front_communist gray B
m01_08_60_00,Part,16,右ビル群A_共産_投ラ,Right building group A_communist_throwing
m01_08_60_00,Part,17,パイプエリア_共産_投ラ01,Pipe area_Communist_Thrower 01
m01_08_60_00,Part,18,パイプエリア_01_共産_投ラ02,Pipe area_01_Communist_Thrower 02
m01_08_60_00,Part,19,脱出地点_共産_ダブマシ,Escape point_Communist_Dabumashi
m01_08_60_00,Part,20,右手前_共産投ラ,Right front_communist thrower
m01_08_60_00,Part,21,右手前_共産投ラ,Right front_communist thrower
m01_08_60_00,Part,22,右手前_共産投ラ,Right front_communist thrower
m01_08_60_00,Part,23,左ビル群_共産投ラ,Left building group_communist project
m01_08_60_00,Part,24,右ビル群A_共産_グレ,Right building group A_Communist_Gre
m01_08_60_00,Part,25,右ビル群A_共産_投ラ,Right building group A_communist_throwing
m01_08_60_00,Part,26,輸送増援_共産投ラ,Transport reinforcements_communist investment
m01_08_60_00,Part,27,右ビル群B_共産_投ラ,Right building group B_Communist_Thrower
m01_08_60_00,Part,28,パイプ外_共産A,Outside the pipe_Community A
m01_08_60_00,Part,29,輸送増援_共産投ラ,Transport reinforcements_communist investment
m01_08_60_00,Part,30,左ビル群_共産投ラ,Left building group_communist project
m01_08_60_00,Part,31,右手前_共産グレ,Right front_communist gray
m01_08_60_00,Part,32,脱出地点_共産_ダブマシ,Escape point_Communist_Dabumashi
m01_08_60_00,Part,33,右ビル群B_共産_グレA,Right building group B_Communist_Gray A
m01_08_60_00,Part,34,パイプ外_共産B投ラ,Outside the pipe_communist B thrower
m01_08_60_00,Part,35,脱出地点_共産_ダブマシ,Escape point_Communist_Dabumashi
m01_08_60_00,Part,36,脱出地点_共産_補充分,Escape point_Communist_Replenishment
m01_08_60_00,Part,37,脱出地点_共産_補充分,Escape point_Communist_Replenishment
m01_08_60_00,Part,38,脱出地点_共産_補充分_ダブマシ,Escape point_Communist_Replenishment_Dabumashi
m01_08_60_00,Part,39,輸送増援_共産投ら,Transport reinforcements_communist thrown
m01_08_60_00,Part,40,輸送増援_共産投ら,Transport reinforcements_communist thrown
m01_08_60_00,Part,41,輸送増援_共産投ら,Transport reinforcements_communist thrown
m01_08_60_00,Part,42,脱出地点_共産_補充分,Escape point_Communist_Replenishment
m01_08_60_00,Part,43,脱出地点_共産_補充分_ダブマシ,Escape point_Communist_Replenishment_Dabumashi
m01_08_60_00,Part,44,輸送増援_共産投ら,Transport reinforcements_communist thrown
m01_08_60_00,Part,45,崖前_共産キャノンB,In front of the cliff_communist cannon B
m01_08_60_00,Part,46,崖前_共産盾ショ,In front of the cliff_communist shield
m01_08_60_00,Part,47,02_四脚_三連01,02_quadruped_triple 01
m01_08_60_00,Part,48,中央道_四脚_砂,Chuo road_four legs_sand
m01_08_60_00,Part,49,増援運搬用輸送ヘリA,Transport helicopter A for transporting reinforcements
m01_08_60_00,Part,50,増援運搬用輸送ヘリB,Transport helicopter B for transporting reinforcements
m01_08_60_00,Part,51,増援運搬用輸送ヘリC,Transport helicopter C for transporting reinforcements
m01_08_60_00,Part,52,パイプ外_USドローン,Outside the pipe_US drone
m01_08_60_00,Part,53,崖前_USドローンA,In front of the cliff_US drone A
m01_08_60_00,Part,54,右ビル群A_USドローンB,Right building group A_US drone B
m01_08_60_00,Part,55,右ビル群A_USドローンD,Right building group A_US drone D
m01_08_60_00,Part,56,左ビル群_USドローンE,Left building group_US drone E
m01_08_60_00,Part,57,崖前_USドローンB,In front of the cliff_US drone B
m01_08_60_00,Part,58,右ビル群B_USドローンA,Right building group B_US drone A
m01_08_60_00,Part,59,右手前_USドローンA,Right front_US drone A
m01_08_60_00,Part,60,ミッション制御用ダミーキャラ,Dummy character for mission control
m01_08_60_00,Part,61,05_橋上巡回_ダミー02,05_Bridge patrol_Dummy 02
m01_08_60_00,Part,62,05_橋上巡回_ダミー01,05_Bridge patrol_Dummy 01
m01_08_60_00,Part,63,照明弾用ダミーキャラ02,Lighting bullet dummy character 02
m01_08_60_00,Part,64,照明弾用ダミーキャラ03,Lighting bullet dummy character 03
m01_08_60_00,Part,65,カーラ登場時用ダミーキャラ　アサブ先,Dummy character for when Kara appears: Asab destination
m01_08_60_00,Part,66,照明弾用ダミーキャラ04,Lighting bullet dummy character 04
m01_08_60_00,Part,67,カーラ射撃登場用ダミーターゲット01,Dummy target 01 for Kara shooting appearance
m01_08_60_00,Part,68,ラスト標的用ダミーキャラ,Last target dummy character
m01_08_60_00,Part,69,照明弾打ち上げイベント用ダミー,Dummy for flare launch event
m01_08_60_00,Part,70,照明弾コンテナ用ダミーキャラ,Dummy character for flare container
m01_08_60_00,Part,71,カーラ誘導用ダミーキャラ,Dummy character for car guidance
m01_08_60_00,Part,72,カーラ射撃登場用ダミーターゲット02,Dummy target 02 for Kara shooting appearance
m01_08_60_00,Part,73,カーラ射撃登場用ダミーターゲット03,Dummy target 03 for Kara shooting appearance
m01_08_60_00,Part,74,ラスト標的用ダミーキャラ手前,Last target dummy character in front
m01_08_60_00,Part,75,サーチライト連携用ダミーキャラ00,Dummy character for searchlight cooperation 00
m01_08_60_00,Part,76,サーチライト連携用ダミーキャラ01,Dummy character for searchlight cooperation 01
m01_08_60_00,Part,77,プレイヤ初期位置,Player initial position
m01_08_60_00,Part,78,チェックポイント,checkpoint
m01_08_60_00,Part,79,チェックポイント_照明弾前,Checkpoint_before the flare
m01_08_60_00,Part,80,仮置きアーカイブ,Temporary archive
m01_08_60_00,Part,81,05_橋上_ライト02_有,05_Hashigami_Light 02_Yes
m01_08_60_00,Part,82,05_橋上_ライト03_有,05_Hashigami_Light 03_Yes
m01_08_60_00,Part,83,左迂回_照明弾キャラ_暫定足場,Left detour_lighting bullet character_temporary scaffolding
m01_08_60_00,Part,84,暫定地形整備,Temporary terrain maintenance
m01_08_60_00,Part,85,右迂回_照明弾キャラ_共産MTミサイル,Right detour_lighting bullet character_communist MT missile
m01_08_60_00,Part,86,左領域　ボス,Left area boss
m01_08_60_00,Part,87,07_脱出地点_共産_グレ01_一旦ダミエネ,07_Escape point_Communist_Gre 01_Damiene once
m01_08_60_00,Part,88,パフォ対応無効化_05_橋上_共産_投ラ01,Disable performance support_05_Hashigami_Communist_Thrower 01
m01_08_60_00,Part,89,パフォ対応無効化_05_橋上_共産_投ラ02,Disable performance support_05_Hashigami_Communist_Thrower 02
m01_08_60_00,Part,90,パフォ対応無効化_中央橋上_共産_投ラA,Disable performance response_Chuo Hashigami_Communist_Thrower A
m01_08_60_00,Part,91,05_橋上巡回_共産_投ラ02_一旦ダミエネ,05_Visiting on the bridge_Communist_Throwing 02_Damiene once
m01_08_60_00,Part,92,05_防衛ライン01_橋上共産_投ラ01_一旦ダミエネ,05_Defense line 01_Hashigami Communist_Throwing 01_Damiene once
m01_08_60_00,Part,93,05_橋上巡回_共産_投ラ03_一旦ダミエネ,05_Patrol on the bridge_Communist_Throwing 03_Damiene once
m01_08_60_00,Part,94,パフォ対応無効化_中央橋上_共産_投ラB,Disable performance response_Chuo Hashigami_Communist_Thrower B
m01_08_60_00,Part,95,01_パイプ外_共産投ラ01_一旦ダミエネ,01_Outside the pipe_Communist investment 01_Damiene once
m01_08_60_00,Part,96,ラスト共産小隊_盾持ち,Last communist platoon_shield bearer
m01_08_60_00,Part,97,パフォ対応無効化_脱出地点_共産_補充分,Disable performance response_Escape point_Community_Replenishment
m01_08_60_00,Part,98,パフォ対応無効化_脱出地点_共産_補充分,Disable performance response_Escape point_Community_Replenishment
m01_08_60_00,Part,99,パフォ対応無効化_脱出地点_共産_補充分,Disable performance response_Escape point_Community_Replenishment
m01_08_60_00,Part,100,07_演出用輸送ヘリ,07_Transport helicopter for production
m01_08_60_00,Part,101,照明弾用ダミーキャラ01,Lighting bullet dummy character 01
m01_08_70_00,Point,0,ミッション中処理_作戦領域,Mission processing_operation area
m01_08_70_00,Point,1,★★★環境ID通知用領域★★★,★★★Environmental ID notification area★★★
m01_08_70_00,Point,2,day1■旧世界復帰用_底抜けた,day1■For returning to the old world_Bottomless
m01_08_70_00,Point,3,day1■旧世界復帰用_復帰0028用,day1■For returning to the old world_For returning 0028
m01_08_70_00,Point,4,day1■旧世界復帰用_復帰0029用,day1■For returning to the old world_For returning 0029
m01_08_70_00,Point,5,エラーハンドリング_ビッグサイズ作戦ラインワープ用,Error handling_for big size strategy line warp
m01_08_70_00,Point,6,サンフラワー1_1,Sunflower 1_1
m01_08_70_00,Point,7,サンフラワー1_2,Sunflower 1_2
m01_08_70_00,Point,8,サンフラワー1_3,Sunflower 1_3
m01_08_70_00,Point,9,サンフラワー1_4,Sunflower 1_4
m01_08_70_00,Point,10,サンフラワー2_1,Sunflower 2_1
m01_08_70_00,Point,11,サンフラワー2_2,Sunflower 2_2
m01_08_70_00,Point,12,サンフラワー2_3,Sunflower 2_3
m01_08_70_00,Point,13,サンフラワー2_4,Sunflower 2_4
m01_08_70_00,Point,14,サンフラワー3_1,Sunflower 3_1
m01_08_70_00,Point,15,サンフラワー3_2,Sunflower 3_2
m01_08_70_00,Point,16,サンフラワー3_3,Sunflower 3_3
m01_08_70_00,Point,17,サンフラワー3_4,Sunflower 3_4
m01_08_70_00,Point,18,サンフラワー4_1,Sunflower 4_1
m01_08_70_00,Point,19,サンフラワー4_2,Sunflower 4_2
m01_08_70_00,Point,20,サンフラワー4_3,Sunflower 4_3
m01_08_70_00,Point,21,サンフラワー4_4,Sunflower 4_4
m01_08_70_00,Point,22,ミッション用ポイント,Mission points
m01_08_70_00,Point,23,旧世界1_1,old world 1_1
m01_08_70_00,Point,24,旧世界1_2,old world 1_2
m01_08_70_00,Point,25,旧世界2_1,old world 2_1
m01_08_70_00,Point,26,旧世界2_2,old world 2_2
m01_08_70_00,Point,27,旧世界3_1,old world 3_1
m01_08_70_00,Point,28,旧世界3_2,old world 3_2
m01_08_70_00,Point,29,旧世界4_1,old world 4_1
m01_08_70_00,Point,30,旧世界4_2,old world 4_2
m01_08_70_00,Point,31,採掘艦崩壊トリガー領域,Mining ship collapse trigger area
m01_08_70_00,Point,32,作戦ライン超ビッグサイズ_ワープ用,Operation line super big size_for warp
m01_08_70_00,Point,33,自機の場所判定１,Own aircraft location determination 1
m01_08_70_00,Point,34,自機の場所判定２,Own aircraft location determination 2
m01_08_70_00,Point,35,自機の場所判定３,Own aircraft location determination 3
m01_08_70_00,Point,36,自機の場所判定４,Own aircraft location determination 4
m01_08_70_00,Point,37,自機の場所判定コンポジ２,Own aircraft location determination composite 2
m01_08_70_00,Point,38,自機の場所判定コンポジ３,Own aircraft location determination composite 3
m01_08_70_00,Point,39,自機の場所判定コンポジ４,Own aircraft location determination composite 4
m01_08_70_00,Point,40,初期カメラ固定用,For initial camera fixation
m01_08_70_00,Point,41,切り替えポイント1_18,Switching point 1_18
m01_08_70_00,Point,42,切り替えポイント1_19.20,Switching point 1_19.20
m01_08_70_00,Point,43,切り替えポイント2_18,Switching point 2_18
m01_08_70_00,Point,44,切り替えポイント2_19.20,Switching point 2_19.20
m01_08_70_00,Point,45,敵が作戦ライン内に入った,The enemy has entered the line of operations
m01_08_70_00,Point,46,敵が作戦ライン内に入った_300mビッグサイズ,The enemy has entered the operational line_300m big size
m01_08_70_00,Point,47,敵が作戦ライン内に入った_500mビッグサイズ,The enemy has entered the operational line_500m big size
m01_08_70_00,Point,48,敵が作戦ライン内に入った_ミニサイズ,The enemy has entered the operational line_mini size
m01_08_70_00,Layer,0,01：ミッション01　敵配置,01: Mission 01 Enemy placement
m01_08_70_00,Layer,1,02：ミッション01　敵配置　タンクダミーキャラ,02: Mission 01 Enemy placement Tank dummy character
m01_08_70_00,Layer,2,03：ミッション01　タンク,03: Mission 01 Tank
m01_08_70_00,Layer,3,04：ミッション01　敵配置,04: Mission 01 Enemy placement
m01_08_70_00,Layer,4,05：ミッション01　敵配置,05: Mission 01 Enemy placement
m01_08_70_00,Layer,5,06：ミッション01　ポイント配置,06: Mission 01 Point placement
m01_08_70_00,Layer,6,07：ミッション01　ポイント配置,07: Mission 01 Point placement
m01_08_70_00,Layer,7,08：ミッション01　ポイント配置,08: Mission 01 Point placement
m01_08_70_00,Layer,8,09：ミッション01　ポイント配置,09: Mission 01 Point placement
m01_08_70_00,Layer,9,10：ミッション01　ポイント配置,10: Mission 01 Point placement
m01_08_70_00,Layer,10,11：ミッション制御,11: Mission control
m01_08_70_00,Part,0,自機の位置4_旧世界,Own aircraft position 4_Old World
m01_08_70_00,Part,1,自機の位置4_旧世界,Own aircraft position 4_Old World
m01_08_70_00,Part,2,自機の位置3_旧世界,Own aircraft position 3_old world
m01_08_70_00,Part,3,自機の位置3_旧世界,Own aircraft position 3_old world
m01_08_70_00,Part,4,自機の位置1_旧世界,Own aircraft position 1_old world
m01_08_70_00,Part,5,自機の位置1_旧世界,Own aircraft position 1_old world
m01_08_70_00,Part,6,自機の位置2_旧世界,Own aircraft position 2_old world
m01_08_70_00,Part,7,自機の位置2_旧世界,Own aircraft position 2_old world
m01_08_70_00,Part,8,1stWave,1stWave
m01_08_70_00,Part,9,1stWave,1stWave
m01_08_70_00,Part,10,自機の位置3_サンフラワー,Own aircraft position 3_Sunflower
m01_08_70_00,Part,11,自機の位置3_サンフラワー,Own aircraft position 3_Sunflower
m01_08_70_00,Part,12,自機の位置3_サンフラワー,Own aircraft position 3_Sunflower
m01_08_70_00,Part,13,自機の位置3_サンフラワー,Own aircraft position 3_Sunflower
m01_08_70_00,Part,14,自機の位置1_サンフラワー,Own aircraft position 1_Sunflower
m01_08_70_00,Part,15,自機の位置1_サンフラワー,Own aircraft position 1_Sunflower
m01_08_70_00,Part,16,自機の位置1_サンフラワー,Own aircraft position 1_Sunflower
m01_08_70_00,Part,17,自機の位置1_サンフラワー,Own aircraft position 1_Sunflower
m01_08_70_00,Part,18,自機の位置2_サンフラワー,Own aircraft position 2_Sunflower
m01_08_70_00,Part,19,自機の位置2_サンフラワー,Own aircraft position 2_Sunflower
m01_08_70_00,Part,20,自機の位置2_サンフラワー,Own aircraft position 2_Sunflower
m01_08_70_00,Part,21,自機の位置2_サンフラワー,Own aircraft position 2_Sunflower
m01_08_70_00,Part,22,自機の位置4_サンフラワー,Own aircraft position 4_Sunflower
m01_08_70_00,Part,23,自機の位置4_サンフラワー,Own aircraft position 4_Sunflower
m01_08_70_00,Part,24,自機の位置4_サンフラワー,Own aircraft position 4_Sunflower
m01_08_70_00,Part,25,自機の位置4_サンフラワー,Own aircraft position 4_Sunflower
m01_08_70_00,Part,26,自機の位置3_おかわりサンフラワー,Own aircraft position 3_Refill Sunflower
m01_08_70_00,Part,27,自機の位置3_おかわりサンフラワー,Own aircraft position 3_Refill Sunflower
m01_08_70_00,Part,28,自機の位置1_おかわりサンフラワー,Own aircraft position 1_Refill Sunflower
m01_08_70_00,Part,29,自機の位置1_おかわりサンフラワー,Own aircraft position 1_Refill Sunflower
m01_08_70_00,Part,30,自機の位置2_おかわりサンフラワー,Own aircraft position 2_Refill Sunflower
m01_08_70_00,Part,31,自機の位置2_おかわりサンフラワー,Own aircraft position 2_Refill Sunflower
m01_08_70_00,Part,32,自機の位置4_おかわりサンフラワー,Own aircraft position 4_Refill Sunflower
m01_08_70_00,Part,33,自機の位置4_おかわりサンフラワー,Own aircraft position 4_Refill Sunflower
m01_08_70_00,Part,34,採掘艦,Mining ship
m01_08_70_00,Part,35,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,36,ミッション制御用ダミーキャラ,Dummy character for mission control
m01_08_70_00,Part,37,プレイヤ初期位置,Player initial position
m01_08_70_00,Part,39,自機の位置4_旧世界,Own aircraft position 4_Old World
m01_08_70_00,Part,40,自機の位置3_旧世界,Own aircraft position 3_old world
m01_08_70_00,Part,41,自機の位置1_旧世界,Own aircraft position 1_old world
m01_08_70_00,Part,42,自機の位置2_旧世界,Own aircraft position 2_old world
m01_08_70_00,Part,43,自機の位置4_サンフラワー,Own aircraft position 4_Sunflower
m01_08_70_00,Part,44,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,45,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,46,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,47,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,48,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,49,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,50,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,51,採掘艦　付属物,Mining ship accessories
m01_08_70_00,Part,52,採掘艦　付属物,Mining ship accessories
